code,definition,display,
12.14,Other iridectomy,Iridectomy NEC,
12.21,Diagnostic aspiration of anterior chamber of eye,Dx aspirat-ant chamber,
12.22,Biopsy of iris,Iris biopsy,
12.29,"Other diagnostic procedures on iris, ciliary body, sclera, and anterior chamber",Ant segment dx proc NEC,
12.31,Lysis of goniosynechiae,Goniosynechiae lysis,
12.32,Lysis of other anterior synechiae,Ant synechia lysis NEC,
12.33,Lysis of posterior synechiae,Post synechiae lysis,
12.34,Lysis of corneovitreal adhesions,Corneovitreal adhesiolys,
12.35,Coreoplasty,Coreoplasty,
12.39,Other iridoplasty,Iridoplasty NEC,
12.40,"Removal of lesion of anterior segment of eye, not otherwise specified",Remov ant segmnt les NOS,
12.41,"Destruction of lesion of iris, nonexcisional",Nonexc destruc iris les,
12.42,Excision of lesion of iris,Excision of iris lesion,
12.43,"Destruction of lesion of ciliary body, nonexcisional",Nonexc destr cil bod les,
12.44,Excision of lesion of ciliary body,Excise ciliary body les,
12.51,Goniopuncture without goniotomy,Goniopuncture,
12.52,Goniotomy without goniopuncture,Goniotomy,
12.53,Goniotomy with goniopuncture,Goniotomy w goniopunctur,
12.54,Trabeculotomy ab externo,Trabeculotomy ab externo,
12.55,Cyclodialysis,Cyclodialysis,
12.59,Other facilitation of intraocular circulation,Facilit intraoc circ NEC,
12.61,Trephination of sclera with iridectomy,Trephin sclera w iridect,
12.62,Thermocauterization of sclera with iridectomy,Thermcaut scler w iridec,
12.63,Iridencleisis and iridotasis,Iridencleisis/iridotasis,
12.64,Trabeculectomy ab externo,Trabeculectom ab externo,
12.65,Other scleral fistulization with iridectomy,Scler fistuliz w iridect,
12.66,Postoperative revision of scleral fistulization procedure,Postop revis scl fistul,
12.67,Insertion of aqueous drainage device,Insert aqueous drain dev,
12.69,Other scleral fistulizing procedure,Scler fistulizing op NEC,
12.71,Cyclodiathermy,Cyclodiathermy,
12.72,Cyclocryotherapy,Cyclocryotherapy,
12.73,Cyclophotocoagulation,Cyclophotocoagulation,
12.74,"Diminution of ciliary body, not otherwise specified",Cil body diminution NOS,
12.79,Other glaucoma procedures,Glaucoma procedure NEC,
12.81,Suture of laceration of sclera,Suture scleral lacer,
12.82,Repair of scleral fistula,Scleral fistula repair,
12.83,"Revision of operative wound of anterior segment, not elsewhere classified",Revis ant seg op wnd NEC,
12.84,Excision or destruction of lesion of sclera,Destruct scleral lesion,
12.85,Repair of scleral staphyloma with graft,Repair staphylom w graft,
12.86,Other repair of scleral staphyloma,Rep scler staphyloma NEC,
12.87,Scleral reinforcement with graft,Graft reinforce sclera,
12.88,Other scleral reinforcement,Sclera reinforcement NEC,
12.89,Other operations on sclera,Scleral operation NEC,
12.91,Therapeutic evacuation of anterior chamber,Therapeut evac ant chamb,
12.92,Injection into anterior chamber,Anterior chamber inject,
12.93,Removal or destruction of epithelial downgrowth from anterior chamber,Remov epithel downgrowth,
12.97,Other operations on iris,Iris operation NEC,
12.98,Other operations on ciliary body,Ciliary body op NEC,
12.99,Other operations on anterior chamber,Anterior chamber op NEC,
13.00,"Removal of foreign body from lens, not otherwise specified",Remove FB lens NOS,
13.01,Removal of foreign body from lens with use of magnet,Magnet remove FB lens,
13.02,Removal of foreign body from lens without use of magnet,Nonmagnet remove FB lens,
13.11,Intracapsular extraction of lens by temporal inferior route,Temp-inf intrcap lens ex,
13.19,Other intracapsular extraction of lens,Intracapsul lens ext NEC,
13.2,Extracapsular extraction of lens by linear extraction technique,Linear extracap lens ext,
13.3,Extracapsular extraction of lens by simple aspiration (and irrigation) technique,Simpl aspir lens extract,
13.41,Phacoemulsification and aspiration of cataract,Catarac phacoemuls/aspir,
13.42,Mechanical phacofragmentation and aspiration of cataract by posterior route,Post catarac frag/aspir,
13.43,Mechanical phacofragmentation and other aspiration of cataract,Cataract frag/aspir NEC,
13.51,Extracapsular extraction of lens by temporal inferior route,Temp-inf xtracap lens ex,
13.59,Other extracapsular extraction of lens,Extracap lens extrac NEC,
13.64,Discission of secondary membrane [after cataract],After-catar discission,
13.65,Excision of secondary membrane [after cataract],After-cataract excision,
13.66,Mechanical fragmentation of secondary membrane [after cataract],After catar fragmntation,
13.69,Other cataract extraction,Cataract extraction NEC,
13.70,"Insertion of pseudophakos, not otherwise specified",Insert pseudophakos NOS,
13.71,"Insertion of intraocular lens prosthesis at time of cataract extraction, one-stage",Insert lens at catar ext,
13.72,Secondary insertion of intraocular lens prosthesis,Secondary insert lens,
13.8,Removal of implanted lens,Implanted lens removal,
13.90,"Operation on lens, not elsewhere classified",Operation on lens NEC,
13.91,Implantation of intraocular telescope prosthesis,Impl intraoc telesc pros,
14.00,"Removal of foreign body from posterior segment of eye, not otherwise specified",Remov post segmnt FB NOS,
14.01,Removal of foreign body from posterior segment of eye with use of magnet,Magnet remov post seg FB,
14.02,Removal of foreign body from posterior segment of eye without use of magnet,Nonmag remov post seg FB,
14.11,Diagnostic aspiration of vitreous,Diagnost vitreous aspir,
14.19,"Other diagnostic procedures on retina, choroid, vitreous, and posterior chamber",Dx proc post seg NEC,
14.21,Destruction of chorioretinal lesion by diathermy,Chorioret les diathermy,
14.22,Destruction of chorioretinal lesion by cryotherapy,Chorioretin les cryother,
14.23,Destruction of chorioretinal lesion by xenon arc photocoagulation,Chorioret les xenon coag,
14.24,Destruction of chorioretinal lesion by laser photocoagulation,Chorioret les laser coag,
14.25,Destruction of chorioretinal lesion by photocoagulation of unspecified type,Chorioret les p/coag NOS,
14.26,Destruction of chorioretinal lesion by radiation therapy,Chorioret les radiother,
14.27,Destruction of chorioretinal lesion by implantation of radiation source,Chorioret les rad implan,
14.29,Other destruction of chorioretinal lesion,Chorioret les destr NEC,
14.31,Repair of retinal tear by diathermy,Retinal tear diathermy,
14.32,Repair of retinal tear by cryotherapy,Retinal tear cryotherapy,
14.33,Repair of retinal tear by xenon arc photocoagulation,Retinal tear xenon coag,
14.34,Repair of retinal tear by laser photocoagulation,Retinal tear laser coag,
14.35,Repair of retinal tear by photocoagulation of unspecified type,Retina tear photocoa NOS,
14.39,Other repair of retinal tear,Retinal tear repair NEC,
14.41,Scleral buckling with implant,Scleral buckle w implant,
14.49,Other scleral buckling,Scleral buckling NEC,
14.51,Repair of retinal detachment with diathermy,Detach retina-diathermy,
14.52,Repair of retinal detachment with cryotherapy,Detach retina-cryotherap,
14.53,Repair of retinal detachment with xenon arc photocoagulation,Detach retina xenon coag,
14.54,Repair of retinal detachment with laser photocoagulation,Detach retina laser coag,
14.55,Repair of retinal detachment with photocoagulation of unspecified type,Detach ret photocoag NOS,
14.59,Other repair of retinal detachment,Repair retina detach NEC,
14.6,Removal of surgically implanted material from posterior segment of eye,Remov pros mat post seg,
14.71,"Removal of vitreous, anterior approach",Anterior remov vitreous,
14.72,Other removal of vitreous,Vitreous removal NEC,
14.73,Mechanical vitrectomy by anterior approach,Anterior mechan vitrect,
14.74,Other mechanical vitrectomy,Mech vitrectomy NEC,
14.75,Injection of vitreous substitute,Vitreous substitut injec,
14.79,Other operations on vitreous,Vitreous operation NEC,
14.81,Implantation of epiretinal visual prosthesis,Imp epiretinal prosth,
14.82,Removal of epiretinal visual prosthesis,Rem epiretinal prosth,
14.83,Revision or replacement of epiretinal visual prosthesis,Rev/repl epiretinal pros,
14.9,"Other operations on retina, choroid, and posterior chamber",Other post segment ops,
15.01,Biopsy of extraocular muscle or tendon,Extraoc musc-tend biopsy,
15.09,Other diagnostic procedures on extraocular muscles and tendons,Extraoc musc dx proc NEC,
15.11,Recession of one extraocular muscle,One extraoc mus recess,
15.12,Advancement of one extraocular muscle,1 extraoc muscl advance,
15.13,Resection of one extraocular muscle,1 extraoc muscl resect,
15.19,Other operations on one extraocular muscle involving temporary detachment from globe,Xtraoc mus op/detach NEC,
15.21,Lengthening procedure on one extraocular muscle,Lengthen 1 extraoc musc,
15.22,Shortening procedure on one extraocular muscle,Shorten 1 extraoc musc,
15.29,Other operations on one extraocular muscle,Op on 1 extraoc musc NEC,
15.3,"Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes",Temp detach >1 xtroc mus,
15.4,"Other operations on two or more extraocular muscles, one or both eyes",Oth op on >l extraoc mus,
15.5,Transposition of extraocular muscles,Extraocul mus transposit,
15.6,Revision of extraocular muscle surgery,Revis extraoc musc surg,
15.7,Repair of injury of extraocular muscle,Extraoc musc inj repair,
15.9,Other operations on extraocular muscles and tendons,Oth extraoc mus-tend op,
16.01,Orbitotomy with bone flap,Orbitotomy w bone flap,
16.02,Orbitotomy with insertion of orbital implant,Orbitotomy w implant,
16.09,Other orbitotomy,Orbitotomy NEC,
16.1,"Removal of penetrating foreign body from eye, not otherwise specified",Remove penetrat FB eye,
16.21,Ophthalmoscopy,Ophthalmoscopy,
16.22,Diagnostic aspiration of orbit,Diagnostic asp of orbit,
16.23,Biopsy of eyeball and orbit,Eyeball & orbit biopsy,
16.29,Other diagnostic procedures on orbit and eyeball,Eyebal/orbit dx proc NEC,
16.31,Removal of ocular contents with synchronous implant into scleral shell,Eye evisc w synch implan,
16.39,Other evisceration of eyeball,Eyeball evisceration NEC,
16.41,Enucleation of eyeball with synchronous implant into Tenon's capsule with attachment of muscles,Eye enuc/implan/musc att,
16.42,Enucleation of eyeball with other synchronous implant,Eye enuc w implant NEC,
16.49,Other enucleation of eyeball,Eyeball enucleation NEC,
16.51,Exenteration of orbit with removal of adjacent structures,Radical orbitomaxillect,
16.52,Exenteration of orbit with therapeutic removal of orbital bone,Orbit exent w bone remov,
16.59,Other exenteration of orbit,Orbital exenteration NEC,
16.61,Secondary insertion of ocular implant,2ndry ocular imp insert,
16.62,Revision and reinsertion of ocular implant,Revis/reinsert ocul imp,
16.63,Revision of enucleation socket with graft,Revis enuc socket w grft,
16.64,Other revision of enucleation socket,Enuc socket revis NEC,
16.65,Secondary graft to exenteration cavity,2ndry exent cavity graft,
16.66,Other revision of exenteration cavity,Revis exenter cavity NEC,
16.69,Other secondary procedures after removal of eyeball,2nd op post eye rem NEC,
16.71,Removal of ocular implant,Remove ocular implant,
16.72,Removal of orbital implant,Remove orbital implant,
16.81,Repair of wound of orbit,Repair of orbital wound,
16.82,Repair of rupture of eyeball,Repair eyeball rupture,
16.89,Other repair of injury of eyeball or orbit,Eye/orbit inj repair NEC,
16.91,Retrobulbar injection of therapeutic agent,Retrobulbar injection,
16.92,Excision of lesion of orbit,Excision orbital lesion,
16.93,"Excision of lesion of eye, unspecified structure",Excision eye lesion NOS,
16.98,Other operations on orbit,Operation on orbit NEC,
16.99,Other operations on eyeball,Operation on eyeball NEC,
17.11,Laparoscopic repair of direct inguinal hernia with graft or prosthesis,Lap dir ing hern-graft,
17.12,Laparoscopic repair of indirect inguinal hernia with graft or prosthesis,Lap indir ing hern-graft,
17.13,"Laparoscopic repair of inguinal hernia with graft or prosthesis, not otherwise specified",Lap ing hern-graft NOS,
17.21,Laparoscopic bilateral repair of direct inguinal hernia with graft or prosthesis,Lap bil dir ing hrn-grft,
17.22,Laparoscopic bilateral repair of indirect inguinal hernia with graft or prosthesis,Lap bi indir ing hrn-grf,
17.23,"Laparoscopic bilateral repair of inguinal hernia, one direct and one indirect, with graft or prosthesis",Lap bi dr/ind ing hrn-gr,
17.24,"Laparoscopic bilateral repair of inguinal hernia with graft or prosthesis, not otherwise specified",Lap bil ing hern-grf NOS,
17.31,Laparoscopic multiple segmental resection of large intestine,Lap mul seg res lg intes,
17.32,Laparoscopic cecectomy,Laparoscopic cecectomy,
17.33,Laparoscopic right hemicolectomy,Lap right hemicolectomy,
17.34,Laparoscopic resection of transverse colon,Lap res transverse colon,
17.35,Laparoscopic left hemicolectomy,Lap left hemicolectomy,
17.36,Laparoscopic sigmoidectomy,Lap sigmoidectomy,
17.39,Other laparoscopic partial excision of large intestine,Lap pt ex lrg intest NEC,
17.41,Open robotic assisted procedure,Open robotic assist proc,
17.42,Laparoscopic robotic assisted procedure,Lap robotic assist proc,
17.43,Percutaneous robotic assisted procedure,Perc robotic assist proc,
17.44,Endoscopic robotic assisted procedure,Endo robotic assist proc,
17.45,Thoracoscopic robotic assisted procedure,Thoraco robotic ast proc,
17.49,Other and unspecified robotic assisted procedure,Robotic ast proc NEC/NOS,
17.51,"Implantation of rechargeable cardiac contractility modulation [CCM], total system","Implant CCM,total system",
17.52,Implantation or replacement of cardiac contractility modulation [CCM] rechargeable pulse generator only,Implant CCM pulse genrtr,
17.53,Percutaneous atherectomy of extracranial vessel(s),Perc ather extracran vsl,
17.54,Percutaneous atherectomy of intracranial vessel(s),Perc ather intracran vsl,
17.55,Transluminal coronary atherectomy,Translum cor atherectomy,
17.56,Atherectomy of other non-coronary vessel(s),Ather oth non-cor vessel,
17.61,Laser interstitial thermal therapy [LITT] of lesion or tissue of brain under guidance,"LITT lesn brain,guidance",
17.62,Laser interstitial thermal therapy [LITT] of lesion or tissue of head and neck under guidance,"LITT les hd/nck,guidance",
17.63,Laser interstitial thermal therapy [LITT] of lesion or tissue of liver under guidance,"LITT lesn liver,guidance",
17.69,Laser interstitial thermal therapy [LITT] of lesion or tissue of other and unspecified site under guidance,"LITT lesn, guide oth/NOS",
17.70,Intravenous infusion of clofarabine,IV infusion clofarabine,
17.71,Non-coronary intra-operative fluorescence vascular angiography [IFVA],Non-coronary IFVA,
17.81,Insertion of antimicrobial envelope,Insert antimicrobial env,
18.01,Piercing of ear lobe,Piercing of ear lobe,
18.02,Incision of external auditory canal,Ext auditory canal incis,
18.09,Other incision of external ear,External ear incis NEC,
18.11,Otoscopy,Otoscopy,
