code,display,definition
CMPMSRSCRWGHT,component measure scoring weight,An attribute of a quality measure describing the weight this component measure score is to carry in determining the overall composite measure final score. The value is real value greater than 0 and less than 1.0. Each component measure score will be multiplied by its CMPMSRSCRWGHT and then summed with the other component measures to determine the final overall composite measure score. The sum across all CMPMSRSCRWGHT values within a single composite measure SHALL be 1.0. The value assigned is scoped to the composite measure referencing this component measure only.
CMSC,certified multiple sclerosis care,Description:Scope of responsibility taken on by an organization for care of a patient as defined by the disease management certification agency.
CNEC,certified neurology care,Description:Scope of responsibility taken on for specialty care as defined by the respective Specialty Board
CNMC,certified nuclear medicine care,Description:Scope of responsibility taken on for specialty care as defined by the respective Specialty Board.
CNQC,certified neurology with special qualifications in child neurology care,Description:Scope of responsibility taken on for specialty care as defined by the respective Specialty Board.
CNSC,certified neurological surgery care,Description:Scope of responsibility taken on for specialty care as defined by the respective Specialty Board.
COBSCAT,common observation category,"Definition:All information pertaining to a patient's common observation records (height, weight, blood pressure, temperature, etc.)."
CODE_DEPREC,code has been deprecated,Description:The specified code has been deprecated and should no longer be used. Select another code from the code system.
CODE_INVAL,code is not valid,Description:The specified code is not valid against the list of codes allowed for the element.
COGC,certified obstetrics and gynecology care,Description:Scope of responsibility taken on for specialty care as defined by the respective Specialty Board.
COGN,cognitive disability information sensitivity,"Policy for handling information related to cognitive disability disorders and conditions caused by these disorders, which are afforded heightened confidentiality. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law in addition to this more generic code. Examples may include dementia, traumatic brain injury, attention deficit, hearing and visual disability such as dyslexia and other disorders and related conditions which impair learning and self-sufficiency. However, the cognitive disabilities to which this term may apply versus other behavioral health categories varies by jurisdiction and organizational policy in part due to overlap with other behavioral health conditions. Implementers should constrain to those diagnoses applicable in the domain in which this code is used."
